,query,com_sinonimos
10,Bandeja Revelação Plástico Ranhuras Fundo E Apoio Para Termômetro Altura 7L/MIN Comprimento 18POL Largura 13 Cor Bege,"Bandeja de Revelação feita de Plástico com Ranhuras no Fundo e Suporte para Termômetro, apresentando uma Altura de 7 Litros por Minuto, Comprimento de 18 Polegadas, Largura de 13 Polegadas e Cor Bege."
11,Bandeja Revelação Plástico Ranhuras Fundo E Apoio Para Termômetro Altura 7L/MIN Comprimento 18POL Largura 13 Cor Bege,"Bandeja de Revelação feita de Plástico com Ranhuras no Fundo e Suporte para Termômetro, apresentando uma Altura de 7 Litros por Minuto, Comprimento de 18 Polegadas, Largura de 13 Polegadas e Cor Bege."
12,Forno Mufla Aplicação Tratamento Térmico Temperatura Máxima 1.400V Largura 600MBPS Altura 400V Profundidade 680MMHG Volume 163MM,"Forno de Tratamento Térmico para Aplicação Industrial com Temperatura Máxima de 1.400 Volts, Largura de 600 Megabits por Segundo, Altura de 400 Volts, Profundidade de 680 Milímetros de Mercúrio e Volume de 163 Milímetros"
13,Forno Mufla Aplicação Tratamento Térmico Temperatura Máxima 1.400V Largura 600MBPS Altura 400V Profundidade 680MMHG Volume 163MM,"Forno de Tratamento Térmico para Aplicação Industrial com Temperatura Máxima de 1.400 Volts, Largura de 600 Megabits por Segundo, Altura de 400 Volts, Profundidade de 680 Milímetros de Mercúrio e Volume de 163 Milímetros"
14,Forno Mufla Aplicação Tratamento Térmico Temperatura Máxima 1.400V Largura 600MBPS Altura 400V Profundidade 680MMHG Volume 163MM,"Forno de Tratamento Térmico para Aplicação Industrial com Temperatura Máxima de 1.400 Volts, Largura de 600 Megabits por Segundo, Altura de 400 Volts, Profundidade de 680 Milímetros de Mercúrio e Volume de 163 Milímetros"
15,Forno Mufla Aplicação Tratamento Térmico Temperatura Máxima 1.400V Largura 600MBPS Altura 400V Profundidade 680MMHG Volume 163MM,"Forno de Tratamento Térmico para Aplicação Industrial com Temperatura Máxima de 1.400 Volts, Largura de 600 Megabits por Segundo, Altura de 400 Volts, Profundidade de 680 Milímetros de Mercúrio e Volume de 163 Milímetros"
16,Retificador Soldagem Alimentação 220/380/440VCA Freqüência 60MM Soldagem Eletrodos Até 6 Mm Diâmetro Corrente 400V Peso 250W,"Fonte de Alimentação para Soldagem com Tensão de Entrada de 220/380/440 Volts CA, Frequência de 60 Hertz, Capacidade de Soldagem com Eletrodos de até 6 Milímetros de Diâmetro, Corrente de 400 Volts e Peso de 250 Watts."
17,Retificador Soldagem Alimentação 220/380/440VCA Freqüência 60MM Soldagem Eletrodos Até 6 Mm Diâmetro Corrente 400V Peso 250W,"Fonte de Alimentação para Soldagem com Tensão de Entrada de 220/380/440 Volts CA, Frequência de 60 Hertz, Capacidade de Soldagem com Eletrodos de até 6 Milímetros de Diâmetro, Corrente de 400 Volts e Peso de 250 Watts."
18,Retificador Soldagem Alimentação 220/380/440VCA Freqüência 60MM Soldagem Eletrodos Até 6 Mm Diâmetro Corrente 400V Peso 250W,"Fonte de Alimentação para Soldagem com Tensão de Entrada de 220/380/440 Volts CA, Frequência de 60 Hertz, Capacidade de Soldagem com Eletrodos de até 6 Milímetros de Diâmetro, Corrente de 400 Volts e Peso de 250 Watts."
19,Retificador Soldagem Alimentação 220/380/440VCA Freqüência 60MM Soldagem Eletrodos Até 6 Mm Diâmetro Corrente 400V Peso 250W,"Fonte de Alimentação para Soldagem com Tensão de Entrada de 220/380/440 Volts CA, Frequência de 60 Hertz, Capacidade de Soldagem com Eletrodos de até 6 Milímetros de Diâmetro, Corrente de 400 Volts e Peso de 250 Watts."
20,"Máquina Solda Portátil Freqüência Nominal 50/60HZ Tipo Inversora Tensão BivoltV Fator Potência 0,73 Faixa Corrente 10165ªA Corrente De Entrada: 28.5ª","Máquina de Soldagem Portátil com Freqüência Nominal de 50/60 Hertz, Modelo Inversor, Tensão Bivolt, Fator de Potência de 0,73, Faixa de Corrente de 101 a 65 Amperes e Corrente de Entrada de 28,5 Amperes."
21,"Máquina Solda Portátil Freqüência Nominal 50/60HZ Tipo Inversora Tensão BivoltV Fator Potência 0,73 Faixa Corrente 10165ªA Corrente De Entrada: 28.5ª","Máquina de Soldagem Portátil com Freqüência Nominal de 50/60 Hertz, Modelo Inversor, Tensão Bivolt, Fator de Potência de 0,73, Faixa de Corrente de 101 a 65 Amperes e Corrente de Entrada de 28,5 Amperes."
22,"Máquina Solda Portátil Freqüência Nominal 50/60HZ Tipo Inversora Tensão BivoltV Fator Potência 0,73 Faixa Corrente 10165ªA Corrente De Entrada: 28.5ª","Máquina de Soldagem Portátil com Freqüência Nominal de 50/60 Hertz, Modelo Inversor, Tensão Bivolt, Fator de Potência de 0,73, Faixa de Corrente de 101 a 65 Amperes e Corrente de Entrada de 28,5 Amperes."
23,"Máquina Solda Portátil Freqüência Nominal 50/60HZ Tipo Inversora Tensão BivoltV Fator Potência 0,73 Faixa Corrente 10165ªA Corrente De Entrada: 28.5ª","Máquina de Soldagem Portátil com Freqüência Nominal de 50/60 Hertz, Modelo Inversor, Tensão Bivolt, Fator de Potência de 0,73, Faixa de Corrente de 101 a 65 Amperes e Corrente de Entrada de 28,5 Amperes."
24,Empilhadeira Elétrica Capacidade 1.500VA Corrente Alimentação Contínua Altura Elevação Garfo 3.600MM Comprimento Total 1.750RPM Largura Externa Garfo 680MMHG Peso 1.135KG Com Bateria E Carregador,"Empilhadeira Elétrica com Capacidade de 1.500 Volts-Amperes, alimentada por Corrente Contínua, altura de Elevação do Garfo de 3.600 Milímetros, Comprimento Total de 1.750 Rotações por Minuto, Largura Externa do Garfo de 680 Milímetros de Mercúrio e Peso de 1.135 Quilogramas, equipada com Bateria e Carregador."
25,Empilhadeira Elétrica Capacidade 1.500VA Corrente Alimentação Contínua Altura Elevação Garfo 3.600MM Comprimento Total 1.750RPM Largura Externa Garfo 680MMHG Peso 1.135KG Com Bateria E Carregador,"Empilhadeira Elétrica com Capacidade de 1.500 Volts-Amperes, alimentada por Corrente Contínua, altura de Elevação do Garfo de 3.600 Milímetros, Comprimento Total de 1.750 Rotações por Minuto, Largura Externa do Garfo de 680 Milímetros de Mercúrio e Peso de 1.135 Quilogramas, equipada com Bateria e Carregador."
26,Empilhadeira Elétrica Capacidade 1.500VA Corrente Alimentação Contínua Altura Elevação Garfo 3.600MM Comprimento Total 1.750RPM Largura Externa Garfo 680MMHG Peso 1.135KG Com Bateria E Carregador,"Empilhadeira Elétrica com Capacidade de 1.500 Volts-Amperes, alimentada por Corrente Contínua, altura de Elevação do Garfo de 3.600 Milímetros, Comprimento Total de 1.750 Rotações por Minuto, Largura Externa do Garfo de 680 Milímetros de Mercúrio e Peso de 1.135 Quilogramas, equipada com Bateria e Carregador."
27,Empilhadeira Elétrica Capacidade 1.500VA Corrente Alimentação Contínua Altura Elevação Garfo 3.600MM Comprimento Total 1.750RPM Largura Externa Garfo 680MMHG Peso 1.135KG Com Bateria E Carregador,"Empilhadeira Elétrica com Capacidade de 1.500 Volts-Amperes, alimentada por Corrente Contínua, altura de Elevação do Garfo de 3.600 Milímetros, Comprimento Total de 1.750 Rotações por Minuto, Largura Externa do Garfo de 680 Milímetros de Mercúrio e Peso de 1.135 Quilogramas, equipada com Bateria e Carregador."
28,"Serra Portátil Tipo Sabre Quantidade Golpes Por Minuto 2.800MM Tensão Alimentação 220/230V Capacidade Corte Madeira 90GRA Capacidade Corte Aço 90GRA Capacidade Corte Alumínio 90GRA Potência 590MM Peso 2,90L Alimentação Bateria, Freio Elétrico E Comprimento","Serra portátil do tipo sabre, realizando 2.800 golpes por minuto, alimentada por tensão de 220/230 volts, com capacidade de corte de 90 graus em madeira, aço e alumínio, potência de 590 milímetros, peso de 2,90 litros, com alimentação por bateria, freio elétrico e comprimento variável."
29,"Serra Portátil Tipo Sabre Quantidade Golpes Por Minuto 2.800MM Tensão Alimentação 220/230V Capacidade Corte Madeira 90GRA Capacidade Corte Aço 90GRA Capacidade Corte Alumínio 90GRA Potência 590MM Peso 2,90L Alimentação Bateria, Freio Elétrico E Comprimento","Serra portátil do tipo sabre, realizando 2.800 golpes por minuto, alimentada por tensão de 220/230 volts, com capacidade de corte de 90 graus em madeira, aço e alumínio, potência de 590 milímetros, peso de 2,90 litros, com alimentação por bateria, freio elétrico e comprimento variável."
30,"Serra Portátil Tipo Sabre Quantidade Golpes Por Minuto 2.800MM Tensão Alimentação 220/230V Capacidade Corte Madeira 90GRA Capacidade Corte Aço 90GRA Capacidade Corte Alumínio 90GRA Potência 590MM Peso 2,90L Alimentação Bateria, Freio Elétrico E Comprimento","Serra portátil do tipo sabre, realizando 2.800 golpes por minuto, alimentada por tensão de 220/230 volts, com capacidade de corte de 90 graus em madeira, aço e alumínio, potência de 590 milímetros, peso de 2,90 litros, com alimentação por bateria, freio elétrico e comprimento variável."
31,"Serra Portátil Tipo Sabre Quantidade Golpes Por Minuto 2.800MM Tensão Alimentação 220/230V Capacidade Corte Madeira 90GRA Capacidade Corte Aço 90GRA Capacidade Corte Alumínio 90GRA Potência 590MM Peso 2,90L Alimentação Bateria, Freio Elétrico E Comprimento","Serra portátil do tipo sabre, realizando 2.800 golpes por minuto, alimentada por tensão de 220/230 volts, com capacidade de corte de 90 graus em madeira, aço e alumínio, potência de 590 milímetros, peso de 2,90 litros, com alimentação por bateria, freio elétrico e comprimento variável."
32,"Estação Solda Tensão Alimentação 110/220V Formato Ponta Cônica Fina Curva (0,4 E 0,5mm), Cônica Curva (3,5 Controle Termostático Incluído, Com Variação De +/- 3°C Acompanha Ferro De Solda, Suporte P/ Ferro De Sol Faixa Temperatura 100 A 450°C","Estação de Soldagem com Alimentação de 110/220 Volts, apresentando Ponta Cônica Fina em formato de Curva (diâmetros de 0,4 e 0,5 milímetros), Cônica Curva (diâmetro de 3,5 milímetros) com Controle Termostático Integrado, permitindo Variação de +/- 3°C, acompanhada de Ferro de Solda e Suporte para Ferro de Solda, com Faixa de Temperatura operacional de 100 a 450 Graus Celsius."
33,"Estação Solda Tensão Alimentação 110/220V Formato Ponta Cônica Fina Curva (0,4 E 0,5mm), Cônica Curva (3,5 Controle Termostático Incluído, Com Variação De +/- 3°C Acompanha Ferro De Solda, Suporte P/ Ferro De Sol Faixa Temperatura 100 A 450°C","Estação de Soldagem com Alimentação de 110/220 Volts, apresentando Ponta Cônica Fina em formato de Curva (diâmetros de 0,4 e 0,5 milímetros), Cônica Curva (diâmetro de 3,5 milímetros) com Controle Termostático Integrado, permitindo Variação de +/- 3°C, acompanhada de Ferro de Solda e Suporte para Ferro de Solda, com Faixa de Temperatura operacional de 100 a 450 Graus Celsius."
34,"Estação Solda Tensão Alimentação 110/220V Formato Ponta Cônica Fina Curva (0,4 E 0,5mm), Cônica Curva (3,5 Controle Termostático Incluído, Com Variação De +/- 3°C Acompanha Ferro De Solda, Suporte P/ Ferro De Sol Faixa Temperatura 100 A 450°C","Estação de Soldagem com Alimentação de 110/220 Volts, apresentando Ponta Cônica Fina em formato de Curva (diâmetros de 0,4 e 0,5 milímetros), Cônica Curva (diâmetro de 3,5 milímetros) com Controle Termostático Integrado, permitindo Variação de +/- 3°C, acompanhada de Ferro de Solda e Suporte para Ferro de Solda, com Faixa de Temperatura operacional de 100 a 450 Graus Celsius."
35,"Estação Solda Tensão Alimentação 110/220V Formato Ponta Cônica Fina Curva (0,4 E 0,5mm), Cônica Curva (3,5 Controle Termostático Incluído, Com Variação De +/- 3°C Acompanha Ferro De Solda, Suporte P/ Ferro De Sol Faixa Temperatura 100 A 450°C","Estação de Soldagem com Alimentação de 110/220 Volts, apresentando Ponta Cônica Fina em formato de Curva (diâmetros de 0,4 e 0,5 milímetros), Cônica Curva (diâmetro de 3,5 milímetros) com Controle Termostático Integrado, permitindo Variação de +/- 3°C, acompanhada de Ferro de Solda e Suporte para Ferro de Solda, com Faixa de Temperatura operacional de 100 a 450 Graus Celsius."
36,"Alvo De Tiro Papel Cartão Tipo Quadrado Tamanho 55 X 55MM Alvo Para Pistola, De Competição, 25 E 50 M.","Placa de Tiro em Papelão Quadrada de 55 por 55 Milímetros para Treinamento de Pistola, Competição a 25 e 50 Metros."
37,"Alvo De Tiro Papel Cartão Tipo Quadrado Tamanho 55 X 55MM Alvo Para Pistola, De Competição, 25 E 50 M.","Placa de Tiro em Papelão Quadrada de 55 por 55 Milímetros para Treinamento de Pistola, Competição a 25 e 50 Metros."
38,"Alvo De Tiro Papel Cartão Tipo Quadrado Tamanho 55 X 55MM Alvo Para Pistola, De Competição, 25 E 50 M.","Placa de Tiro em Papelão Quadrada de 55 por 55 Milímetros para Treinamento de Pistola, Competição a 25 e 50 Metros."
39,"Alvo De Tiro Papel Cartão Tipo Quadrado Tamanho 55 X 55MM Alvo Para Pistola, De Competição, 25 E 50 M.","Placa de Tiro em Papelão Quadrada de 55 por 55 Milímetros para Treinamento de Pistola, Competição a 25 e 50 Metros."
40,Bebida Alcoólica Procedência Nacional Tipo Saquê Teor Alcoolico 15 A 35°C,Bebida Alcoólica Nacional do Tipo Saquê com Teor Alcoólico de 15 a 35 Graus Celsius
41,Bebida Alcoólica Procedência Nacional Tipo Saquê Teor Alcoolico 15 A 35°C,Bebida Alcoólica Nacional do Tipo Saquê com Teor Alcoólico de 15 a 35 Graus Celsius
42,Bebida Alcoólica Procedência Nacional Tipo Saquê Teor Alcoolico 15 A 35°C,Bebida Alcoólica Nacional do Tipo Saquê com Teor Alcoólico de 15 a 35 Graus Celsius
43,Bebida Alcoólica Procedência Nacional Tipo Saquê Teor Alcoolico 15 A 35°C,Bebida Alcoólica Nacional do Tipo Saquê com Teor Alcoólico de 15 a 35 Graus Celsius
44,Êmbolo Válvula Hidráulica Plástico Rígido Aplicação Válvula Descarga Bitola 1 1/2POL,Pistão Válvula Hidráulica de Plástico Rígido para Aplicação de Válvula de Descarga com Bitola de 1 1/2 Polegadas
45,Êmbolo Válvula Hidráulica Plástico Rígido Aplicação Válvula Descarga Bitola 1 1/2POL,Pistão Válvula Hidráulica de Plástico Rígido para Aplicação de Válvula de Descarga com Bitola de 1 1/2 Polegadas
46,Êmbolo Válvula Hidráulica Plástico Rígido Aplicação Válvula Descarga Bitola 1 1/2POL,Pistão Válvula Hidráulica de Plástico Rígido para Aplicação de Válvula de Descarga com Bitola de 1 1/2 Polegadas
47,Êmbolo Válvula Hidráulica Plástico Rígido Aplicação Válvula Descarga Bitola 1 1/2POL,Pistão Válvula Hidráulica de Plástico Rígido para Aplicação de Válvula de Descarga com Bitola de 1 1/2 Polegadas
48,Grafite Grau Msp7 Isostático Apresentação Bloco Comprimento 180°C Largura 180°C Altura 300L,"Bloco de Grafite de Grau Msp7 Isostático, apresentado em formato de Bloco, com Comprimento de 180 Milímetros, Largura de 180 Milímetros e Altura de 300 Litros."
49,Grafite Grau Msp7 Isostático Apresentação Bloco Comprimento 180°C Largura 180°C Altura 300L,"Bloco de Grafite de Grau Msp7 Isostático, apresentado em formato de Bloco, com Comprimento de 180 Milímetros, Largura de 180 Milímetros e Altura de 300 Litros."
50,Grafite Grau Msp7 Isostático Apresentação Bloco Comprimento 180°C Largura 180°C Altura 300L,"Bloco de Grafite de Grau Msp7 Isostático, apresentado em formato de Bloco, com Comprimento de 180 Milímetros, Largura de 180 Milímetros e Altura de 300 Litros."
51,Grafite Grau Msp7 Isostático Apresentação Bloco Comprimento 180°C Largura 180°C Altura 300L,"Bloco de Grafite de Grau Msp7 Isostático, apresentado em formato de Bloco, com Comprimento de 180 Milímetros, Largura de 180 Milímetros e Altura de 300 Litros."
52,"Lanterna Não Elétrica Quantidade Pilhas 2MG Tamanho Pilha Grande Alumínio Anodizado Tipo Foco Regulável Diâmetro 39,67MM Comprimento 254MM A Prova D'Água E Corrosão","Lanterna de Iluminação Não Elétrica com Capacidade para 2 Grandes Pilhas de Magnésio, Construída em Alumínio Anodizado, com Foco Regulável e Dimensões de 39,67 Milímetros de Diâmetro e 254 Milímetros de Comprimento, Resistente à Água e Corrosão."
53,"Lanterna Não Elétrica Quantidade Pilhas 2MG Tamanho Pilha Grande Alumínio Anodizado Tipo Foco Regulável Diâmetro 39,67MM Comprimento 254MM A Prova D'Água E Corrosão","Lanterna de Iluminação Não Elétrica com Capacidade para 2 Grandes Pilhas de Magnésio, Construída em Alumínio Anodizado, com Foco Regulável e Dimensões de 39,67 Milímetros de Diâmetro e 254 Milímetros de Comprimento, Resistente à Água e Corrosão."
54,"Lanterna Não Elétrica Quantidade Pilhas 2MG Tamanho Pilha Grande Alumínio Anodizado Tipo Foco Regulável Diâmetro 39,67MM Comprimento 254MM A Prova D'Água E Corrosão","Lanterna de Iluminação Não Elétrica com Capacidade para 2 Grandes Pilhas de Magnésio, Construída em Alumínio Anodizado, com Foco Regulável e Dimensões de 39,67 Milímetros de Diâmetro e 254 Milímetros de Comprimento, Resistente à Água e Corrosão."
55,"Lanterna Não Elétrica Quantidade Pilhas 2MG Tamanho Pilha Grande Alumínio Anodizado Tipo Foco Regulável Diâmetro 39,67MM Comprimento 254MM A Prova D'Água E Corrosão","Lanterna de Iluminação Não Elétrica com Capacidade para 2 Grandes Pilhas de Magnésio, Construída em Alumínio Anodizado, com Foco Regulável e Dimensões de 39,67 Milímetros de Diâmetro e 254 Milímetros de Comprimento, Resistente à Água e Corrosão."
56,Moto-Esmeril Potência Motor 1/2POL Velocidade 3.400M3/H Tensão Alimentação 110/220V Quantidade Fases Monofásico Duplo Rebolo 6 X 3/4 X 5/8 Pol,"Moto-Esmeril de Alta Potência com Motor de 1/2 Polegada, Velocidade de 3.400 Metros Cúbicos por Hora, Tensão de Alimentação de 110/220 Volts, Configuração Monofásica Dupla e Duplo Rebolo de 6 por 3/4 por 5/8 Polegadas."
57,Moto-Esmeril Potência Motor 1/2POL Velocidade 3.400M3/H Tensão Alimentação 110/220V Quantidade Fases Monofásico Duplo Rebolo 6 X 3/4 X 5/8 Pol,"Moto-Esmeril de Alta Potência com Motor de 1/2 Polegada, Velocidade de 3.400 Metros Cúbicos por Hora, Tensão de Alimentação de 110/220 Volts, Configuração Monofásica Dupla e Duplo Rebolo de 6 por 3/4 por 5/8 Polegadas."
58,Moto-Esmeril Potência Motor 1/2POL Velocidade 3.400M3/H Tensão Alimentação 110/220V Quantidade Fases Monofásico Duplo Rebolo 6 X 3/4 X 5/8 Pol,"Moto-Esmeril de Alta Potência com Motor de 1/2 Polegada, Velocidade de 3.400 Metros Cúbicos por Hora, Tensão de Alimentação de 110/220 Volts, Configuração Monofásica Dupla e Duplo Rebolo de 6 por 3/4 por 5/8 Polegadas."
59,Moto-Esmeril Potência Motor 1/2POL Velocidade 3.400M3/H Tensão Alimentação 110/220V Quantidade Fases Monofásico Duplo Rebolo 6 X 3/4 X 5/8 Pol,"Moto-Esmeril de Alta Potência com Motor de 1/2 Polegada, Velocidade de 3.400 Metros Cúbicos por Hora, Tensão de Alimentação de 110/220 Volts, Configuração Monofásica Dupla e Duplo Rebolo de 6 por 3/4 por 5/8 Polegadas."
60,"Disco Liga Mista Metais Liga Astm 260 Espessura 14,40KB/S Aplicação Munição Naval / Artilharia Diâmetro 165,20MM","Disco de Liga Mista de Metais conforme ASTM 260, com Espessura de 14,40 Quilobits por Segundo, destinado à Aplicação em Munição Naval e Artilharia, apresentando Diâmetro de 165,20 Milímetros."
61,"Disco Liga Mista Metais Liga Astm 260 Espessura 14,40KB/S Aplicação Munição Naval / Artilharia Diâmetro 165,20MM","Disco de Liga Mista de Metais conforme ASTM 260, com Espessura de 14,40 Quilobits por Segundo, destinado à Aplicação em Munição Naval e Artilharia, apresentando Diâmetro de 165,20 Milímetros."
62,"Disco Liga Mista Metais Liga Astm 260 Espessura 14,40KB/S Aplicação Munição Naval / Artilharia Diâmetro 165,20MM","Disco de Liga Mista de Metais conforme ASTM 260, com Espessura de 14,40 Quilobits por Segundo, destinado à Aplicação em Munição Naval e Artilharia, apresentando Diâmetro de 165,20 Milímetros."
63,"Disco Liga Mista Metais Liga Astm 260 Espessura 14,40KB/S Aplicação Munição Naval / Artilharia Diâmetro 165,20MM","Disco de Liga Mista de Metais conforme ASTM 260, com Espessura de 14,40 Quilobits por Segundo, destinado à Aplicação em Munição Naval e Artilharia, apresentando Diâmetro de 165,20 Milímetros."
64,Filtro Óleo Referência Fabril Psl 301 Aplicação Veículo Micro Onibus Mercedes Bens,Filtro de Óleo de Referência Fabril Psl 301 para Veículos Micro-Ônibus da Marca Mercedes-Benz.
65,Filtro Óleo Referência Fabril Psl 301 Aplicação Veículo Micro Onibus Mercedes Bens,Filtro de Óleo de Referência Fabril Psl 301 para Veículos Micro-Ônibus da Marca Mercedes-Benz.
66,Filtro Óleo Referência Fabril Psl 301 Aplicação Veículo Micro Onibus Mercedes Bens,Filtro de Óleo de Referência Fabril Psl 301 para Veículos Micro-Ônibus da Marca Mercedes-Benz.
67,Filtro Óleo Referência Fabril Psl 301 Aplicação Veículo Micro Onibus Mercedes Bens,Filtro de Óleo de Referência Fabril Psl 301 para Veículos Micro-Ônibus da Marca Mercedes-Benz.
68,"Barreira Contenção / Absorvente Polipropileno Tipo Cordão Comprimento 1,20M Cor Verde Capacidade 3UN Largura 6MM Aplicação Isolamento Líquidos Abravisos","Barreira de Contenção / Absorvente de Polipropileno do Tipo Cordão com Comprimento de 1,20 Metro, Cor Verde, Capacidade de 3 Unidades, Largura de 6 Milímetros, destinada à Aplicação de Isolamento de Líquidos e Abrasivos."
69,"Barreira Contenção / Absorvente Polipropileno Tipo Cordão Comprimento 1,20M Cor Verde Capacidade 3UN Largura 6MM Aplicação Isolamento Líquidos Abravisos","Barreira de Contenção / Absorvente de Polipropileno do Tipo Cordão com Comprimento de 1,20 Metro, Cor Verde, Capacidade de 3 Unidades, Largura de 6 Milímetros, destinada à Aplicação de Isolamento de Líquidos e Abrasivos."
70,"Barreira Contenção / Absorvente Polipropileno Tipo Cordão Comprimento 1,20M Cor Verde Capacidade 3UN Largura 6MM Aplicação Isolamento Líquidos Abravisos","Barreira de Contenção / Absorvente de Polipropileno do Tipo Cordão com Comprimento de 1,20 Metro, Cor Verde, Capacidade de 3 Unidades, Largura de 6 Milímetros, destinada à Aplicação de Isolamento de Líquidos e Abrasivos."
71,"Barreira Contenção / Absorvente Polipropileno Tipo Cordão Comprimento 1,20M Cor Verde Capacidade 3UN Largura 6MM Aplicação Isolamento Líquidos Abravisos","Barreira de Contenção / Absorvente de Polipropileno do Tipo Cordão com Comprimento de 1,20 Metro, Cor Verde, Capacidade de 3 Unidades, Largura de 6 Milímetros, destinada à Aplicação de Isolamento de Líquidos e Abrasivos."
72,Equipamento / Acessório - Apicultura Aplicação Atividades Apícolas Tipo Laminador De Cera Aço Inóx Aisi 304 Dimensões 0.60 X 0.25 X 0.75CM Voltagem 220V Controle De Temperatura Automático,"Equipamento para Apicultura - Laminador de Cera em Aço Inóxidável AISI 304 para Atividades Apícolas, com Dimensões de 0,60 por 0,25 por 0,75 Centímetros, Voltagem de 220 Volts e Controle de Temperatura Automático."
73,Equipamento / Acessório - Apicultura Aplicação Atividades Apícolas Tipo Laminador De Cera Aço Inóx Aisi 304 Dimensões 0.60 X 0.25 X 0.75CM Voltagem 220V Controle De Temperatura Automático,"Equipamento para Apicultura - Laminador de Cera em Aço Inóxidável AISI 304 para Atividades Apícolas, com Dimensões de 0,60 por 0,25 por 0,75 Centímetros, Voltagem de 220 Volts e Controle de Temperatura Automático."
74,Equipamento / Acessório - Apicultura Aplicação Atividades Apícolas Tipo Laminador De Cera Aço Inóx Aisi 304 Dimensões 0.60 X 0.25 X 0.75CM Voltagem 220V Controle De Temperatura Automático,"Equipamento para Apicultura - Laminador de Cera em Aço Inóxidável AISI 304 para Atividades Apícolas, com Dimensões de 0,60 por 0,25 por 0,75 Centímetros, Voltagem de 220 Volts e Controle de Temperatura Automático."
75,Equipamento / Acessório - Apicultura Aplicação Atividades Apícolas Tipo Laminador De Cera Aço Inóx Aisi 304 Dimensões 0.60 X 0.25 X 0.75CM Voltagem 220V Controle De Temperatura Automático,"Equipamento para Apicultura - Laminador de Cera em Aço Inóxidável AISI 304 para Atividades Apícolas, com Dimensões de 0,60 por 0,25 por 0,75 Centímetros, Voltagem de 220 Volts e Controle de Temperatura Automático."
76,Óleo Combustível Viscosidade 960 Mm2/S Tipo Ocb2 Teor Enxofre Máximo De 1% Massa De Enxofre,"Óleo Combustível de Alta Viscosidade 960 Milímetros Quadrados por Segundo, Classe Ocb2, com teor de Enxofre máximo de 1 por cento e Massa de Enxofre."
